"Monthly data on CalFresh public assistance households and persons, non-assistance households and persons, CFAP public assistance household and persons, non-assistance household and persons, federal and state issuances, 30 day timeliness, negative error rate, negative error rate cases completed, applications received, and child only households and persons. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:  The presence of an asterisk (*) in a data cell indicates that the value has been suppressed to protect individual confidentiality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP,CF 296,CF 296,MEDS,MEDS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,Fed_PA_HHs,Fed_NA_HHs,CFAP_PA_HHs,CFAP_NA_HHs,All_PA_HHs,All_NA_HHs,CF_HHs,CF_Persons,Fed_PA_Persons,Fed_ NA_Persons,All_Fed_Persons,CFAP_PA_Persons,CFAP_NA_Persons,All_CFAP_Persons,All_PA_Persons,All_NA_Persons,Fed_Issuances,State_Issuances,Total_Issuances,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate,Apps_Recd,Online_Apps_Recd,Child_Only_HHs,Child_Only_Persons
47 Siskiyou,C-IV,February,2014.0,2014.0,2013/14,,,,,,,3161.0,6927.0,,,,,,,,,,,,1.0,,,0.0804,,,143.0,261.0
48 Solano,CalWIN,February,2014.0,2014.0,2013/14,,,,,,,21480.0,42705.0,,,,,,,,,,,,0.9424,,,0.0015,,,2524.0,4964.0
49 Sonoma,CalWIN,February,2014.0,2014.0,2013/14,,,,,,,18734.0,34685.0,,,,,,,,,,,,0.8108,,,0.0804,,,3501.0,7120.0
50 Stanislaus,C-IV,February,2014.0,2014.0,2013/14,,,,,,,42117.0,92164.0,,,,,,,,,,,,0.9171,,,0.0227,,,5529.0,11703.0
51 Sutter,C-IV,February,2014.0,2014.0,2013/14,,,,,,,5421.0,12742.0,,,,,,,,,,,,0.944,,,0.0804,,,689.0,1476.0
52 Tehama,C-IV,February,2014.0,2014.0,2013/14,,,,,,,4710.0,10515.0,,,,,,,,,,,,0.9252,,,0.0804,,,432.0,921.0
53 Trinity,C-IV,February,2014.0,2014.0,2013/14,,,,,,,869.0,1651.0,,,,,,,,,,,,0.9778,,,0.0804,,,38.0,57.0
54 Tulare,CalWIN,February,2014.0,2014.0,2013/14,,,,,,,49347.0,121325.0,,,,,,,,,,,,1.0,,,0.0293,,,8450.0,19378.0
55 Tuolumne,C-IV,February,2014.0,2014.0,2013/14,,,,,,,2938.0,5388.0,,,,,,,,,,,,0.9438,,,0.0804,,,121.0,200.0
56 Ventura,CalWIN,February,2014.0,2014.0,2013/14,,,,,,,33945.0,70325.0,,,,,,,,,,,,0.9027,,,0.023,,,7102.0,15393.0
57 Yolo,CalWIN,February,2014.0,2014.0,2013/14,,,,,,,8520.0,18131.0,,,,,,,,,,,,0.8584,,,0.0804,,,977.0,1922.0
58 Yuba,C-IV,February,2014.0,2014.0,2013/14,,,,,,,5877.0,13152.0,,,,,,,,,,,,0.9654,,,0.0804,,,524.0,1035.0
00 Statewide,n/a,March,2014.0,2014.0,2013/14,312932.0,1705425.0,1933.0,16415.0,314865.0,1721840.0,2036705.0,4380024.0,787684.0,3548382.0,4336066.0,6315.0,37643.0,43958.0,793999.0,3586025.0,620972707.59,5390896.41,626363604.0,0.9562,,,0.043,,,344133.0,714586.0
01 Alameda,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,64297.0,127533.0,,,,,,,,,,,,0.8548,,,0.0215,,,9927.0,18800.0
02 Alpine,C-IV,March,2014.0,2014.0,2013/14,,,,,,,118.0,184.0,,,,,,,,,,,,1.0,,,0.0717,,,0.0,0.0
03 Amador,C-IV,March,2014.0,2014.0,2013/14,,,,,,,1773.0,3434.0,,,,,,,,,,,,0.9691,,,0.0717,,,67.0,112.0
04 Butte,C-IV,March,2014.0,2014.0,2013/14,,,,,,,15073.0,30491.0,,,,,,,,,,,,0.9154,,,0.0717,,,934.0,1608.0
05 Calaveras,C-IV,March,2014.0,2014.0,2013/14,,,,,,,2637.0,4997.0,,,,,,,,,,,,0.9835,,,0.0717,,,103.0,180.0
06 Colusa,C-IV,March,2014.0,2014.0,2013/14,,,,,,,740.0,1800.0,,,,,,,,,,,,0.7647,,,0.0717,,,170.0,387.0
07 Contra Costa,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,34821.0,71743.0,,,,,,,,,,,,0.9231,,,0.0404,,,5635.0,11116.0
08 Del Norte,C-IV,March,2014.0,2014.0,2013/14,,,,,,,2526.0,5198.0,,,,,,,,,,,,1.0,,,0.0717,,,149.0,258.0
09 El Dorado,C-IV,March,2014.0,2014.0,2013/14,,,,,,,6751.0,12312.0,,,,,,,,,,,,0.9801,,,0.0717,,,403.0,794.0
10 Fresno,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,96360.0,229389.0,,,,,,,,,,,,0.9321,,,0.0307,,,14648.0,31806.0
11 Glenn,C-IV,March,2014.0,2014.0,2013/14,,,,,,,1518.0,3746.0,,,,,,,,,,,,1.0,,,0.0717,,,218.0,468.0
12 Humboldt,C-IV,March,2014.0,2014.0,2013/14,,,,,,,9670.0,17819.0,,,,,,,,,,,,0.9692,,,0.0717,,,681.0,1243.0
13 Imperial,C-IV,March,2014.0,2014.0,2013/14,,,,,,,15184.0,38344.0,,,,,,,,,,,,0.9406,,,0.0717,,,1044.0,2134.0
14 Inyo,C-IV,March,2014.0,2014.0,2013/14,,,,,,,1104.0,2232.0,,,,,,,,,,,,1.0,,,0.0717,,,118.0,246.0
15 Kern,C-IV,March,2014.0,2014.0,2013/14,,,,,,,61058.0,147492.0,,,,,,,,,,,,0.9934,,,0.026,,,10577.0,23840.0
16 Kings,C-IV,March,2014.0,2014.0,2013/14,,,,,,,10142.0,24091.0,,,,,,,,,,,,0.9742,,,0.0717,,,1403.0,3093.0
17 Lake,C-IV,March,2014.0,2014.0,2013/14,,,,,,,5282.0,10700.0,,,,,,,,,,,,0.9415,,,0.0717,,,371.0,711.0
18 Lassen,C-IV,March,2014.0,2014.0,2013/14,,,,,,,1525.0,3178.0,,,,,,,,,,,,0.8925,,,0.0717,,,96.0,151.0
19 Los Angeles,LRS,March,2014.0,2014.0,2013/14,,,,,,,575263.0,1177722.0,,,,,,,,,,,,0.9597,,,0.032,,,116636.0,237842.0
20 Madera,C-IV,March,2014.0,2014.0,2013/14,,,,,,,11466.0,28733.0,,,,,,,,,,,,0.9853,,,0.0717,,,2903.0,6643.0
21 Marin,C-IV,March,2014.0,2014.0,2013/14,,,,,,,6045.0,10131.0,,,,,,,,,,,,0.9422,,,0.0717,,,1314.0,2328.0
22 Mariposa,C-IV,March,2014.0,2014.0,2013/14,,,,,,,1041.0,2061.0,,,,,,,,,,,,0.881,,,0.0717,,,38.0,64.0
23 Mendocino,C-IV,March,2014.0,2014.0,2013/14,,,,,,,7420.0,13793.0,,,,,,,,,,,,0.9926,,,0.0717,,,660.0,1391.0
24 Merced,C-IV,March,2014.0,2014.0,2013/14,,,,,,,23896.0,57076.0,,,,,,,,,,,,0.9575,,,0.0039,,,4083.0,9145.0
25 Modoc,C-IV,March,2014.0,2014.0,2013/14,,,,,,,447.0,987.0,,,,,,,,,,,,1.0,,,0.0717,,,*,65.0
26 Mono,C-IV,March,2014.0,2014.0,2013/14,,,,,,,596.0,936.0,,,,,,,,,,,,0.898,,,0.0717,,,84.0,167.0
27 Monterey,C-IV,March,2014.0,2014.0,2013/14,,,,,,,23432.0,53651.0,,,,,,,,,,,,0.999,,,0.0794,,,8166.0,17393.0
28 Napa,C-IV,March,2014.0,2014.0,2013/14,,,,,,,3551.0,7445.0,,,,,,,,,,,,0.9524,,,0.0717,,,895.0,1848.0
29 Nevada,C-IV,March,2014.0,2014.0,2013/14,,,,,,,4074.0,7664.0,,,,,,,,,,,,0.9886,,,0.0717,,,185.0,353.0
30 Orange,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,115078.0,248254.0,,,,,,,,,,,,0.983,,,0.0338,,,30019.0,64695.0
31 Placer,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,9114.0,18497.0,,,,,,,,,,,,0.9975,,,0.0717,,,723.0,1422.0
32 Plumas,C-IV,March,2014.0,2014.0,2013/14,,,,,,,954.0,1844.0,,,,,,,,,,,,1.0,,,0.0717,,,35.0,*
33 Riverside,C-IV,March,2014.0,2014.0,2013/14,,,,,,,121352.0,285783.0,,,,,,,,,,,,0.9958,,,0.035,,,16822.0,36876.0
34 Sacramento,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,98416.0,214817.0,,,,,,,,,,,,0.9653,,,0.007,,,10307.0,20056.0
35 San Benito,C-IV,March,2014.0,2014.0,2013/14,,,,,,,2747.0,6389.0,,,,,,,,,,,,0.984,,,0.0717,,,482.0,1039.0
36 San Bernardino,C-IV,March,2014.0,2014.0,2013/14,,,,,,,168054.0,384782.0,,,,,,,,,,,,0.9981,,,0.0099,,,21054.0,44896.0
37 San Diego,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,130339.0,275207.0,,,,,,,,,,,,0.9227,,,0.0501,,,16657.0,34074.0
38 San Francisco,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,32712.0,50927.0,,,,,,,,,,,,0.975,,,0.0417,,,4254.0,6793.0
39 San Joaquin,C-IV,March,2014.0,2014.0,2013/14,,,,,,,48892.0,116005.0,,,,,,,,,,,,0.9835,,,0.0489,,,7136.0,15253.0
40 San Luis Obispo,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,9665.0,18472.0,,,,,,,,,,,,0.9531,,,0.0717,,,1210.0,2425.0
41 San Mateo,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,15990.0,32391.0,,,,,,,,,,,,0.9865,,,0.0717,,,4125.0,8039.0
42 Santa Barbara,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,16153.0,35999.0,,,,,,,,,,,,0.7556,,,0.0717,,,5004.0,10936.0
43 Santa Clara,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,54000.0,112548.0,,,,,,,,,,,,0.9537,,,0.0341,,,11326.0,22721.0
44 Santa Cruz,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,12580.0,24656.0,,,,,,,,,,,,0.8441,,,0.0717,,,2683.0,5473.0
45 Shasta,C-IV,March,2014.0,2014.0,2013/14,,,,,,,12233.0,24177.0,,,,,,,,,,,,0.9645,,,0.0717,,,660.0,1081.0
46 Sierra,C-IV,March,2014.0,2014.0,2013/14,,,,,,,170.0,289.0,,,,,,,,,,,,1.0,,,0.0717,,,*,*
47 Siskiyou,C-IV,March,2014.0,2014.0,2013/14,,,,,,,3160.0,6945.0,,,,,,,,,,,,1.0,,,0.0717,,,146.0,265.0
48 Solano,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,21933.0,43308.0,,,,,,,,,,,,0.9367,,,0.0058,,,2517.0,4957.0
49 Sonoma,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,18949.0,35049.0,,,,,,,,,,,,0.7895,,,0.0717,,,3493.0,7106.0
50 Stanislaus,C-IV,March,2014.0,2014.0,2013/14,,,,,,,42363.0,92372.0,,,,,,,,,,,,0.8929,,,0.0184,,,5547.0,11751.0
51 Sutter,C-IV,March,2014.0,2014.0,2013/14,,,,,,,5541.0,12963.0,,,,,,,,,,,,0.9795,,,0.0717,,,683.0,1457.0
52 Tehama,C-IV,March,2014.0,2014.0,2013/14,,,,,,,4854.0,10799.0,,,,,,,,,,,,0.8745,,,0.0717,,,441.0,943.0
53 Trinity,C-IV,March,2014.0,2014.0,2013/14,,,,,,,911.0,1723.0,,,,,,,,,,,,0.9492,,,0.0717,,,39.0,57.0
54 Tulare,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,50618.0,122733.0,,,,,,,,,,,,1.0,,,0.034,,,8478.0,19390.0
55 Tuolumne,C-IV,March,2014.0,2014.0,2013/14,,,,,,,2976.0,5430.0,,,,,,,,,,,,0.9357,,,0.0717,,,125.0,204.0
56 Ventura,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,34551.0,71213.0,,,,,,,,,,,,0.906,,,0.0231,,,7139.0,15511.0
57 Yolo,CalWIN,March,2014.0,2014.0,2013/14,,,,,,,8657.0,18344.0,,,,,,,,,,,,0.7717,,,0.0717,,,962.0,1891.0
58 Yuba,C-IV,March,2014.0,2014.0,2013/14,,,,,,,5933.0,13226.0,,,,,,,,,,,,0.9963,,,0.0717,,,522.0,1031.0
00 Statewide,n/a,April,2014.0,2014.0,2013/14,311092.0,1716681.0,1968.0,16644.0,313060.0,1733325.0,2046385.0,4393812.0,783502.0,3565701.0,4349203.0,6415.0,38194.0,44609.0,789917.0,3603895.0,621137172.0,5413357.0,626550529.0,0.9588,,,0.0419,,,342430.0,711311.0
01 Alameda,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,64208.0,127457.0,,,,,,,,,,,,0.8578,,,0.0184,,,9768.0,18502.0
02 Alpine,C-IV,April,2014.0,2014.0,2013/14,,,,,,,111.0,180.0,,,,,,,,,,,,1.0,,,0.0741,,,0.0,0.0
03 Amador,C-IV,April,2014.0,2014.0,2013/14,,,,,,,1771.0,3411.0,,,,,,,,,,,,0.9663,,,0.0741,,,69.0,114.0
04 Butte,C-IV,April,2014.0,2014.0,2013/14,,,,,,,15212.0,30559.0,,,,,,,,,,,,0.8857,,,0.0741,,,940.0,1620.0
05 Calaveras,C-IV,April,2014.0,2014.0,2013/14,,,,,,,2685.0,5094.0,,,,,,,,,,,,0.9583,,,0.0741,,,102.0,178.0
06 Colusa,C-IV,April,2014.0,2014.0,2013/14,,,,,,,752.0,1810.0,,,,,,,,,,,,0.6765,,,0.0741,,,171.0,386.0
07 Contra Costa,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,34921.0,71884.0,,,,,,,,,,,,0.952,,,0.0395,,,5610.0,11062.0
08 Del Norte,C-IV,April,2014.0,2014.0,2013/14,,,,,,,2511.0,5175.0,,,,,,,,,,,,1.0,,,0.0741,,,148.0,253.0
09 El Dorado,C-IV,April,2014.0,2014.0,2013/14,,,,,,,6837.0,12431.0,,,,,,,,,,,,0.9885,,,0.0741,,,403.0,800.0
10 Fresno,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,97184.0,230446.0,,,,,,,,,,,,0.9131,,,0.0288,,,14629.0,31718.0
11 Glenn,C-IV,April,2014.0,2014.0,2013/14,,,,,,,1522.0,3735.0,,,,,,,,,,,,0.9875,,,0.0741,,,218.0,472.0
12 Humboldt,C-IV,April,2014.0,2014.0,2013/14,,,,,,,9987.0,18257.0,,,,,,,,,,,,0.9865,,,0.0741,,,691.0,1250.0
13 Imperial,C-IV,April,2014.0,2014.0,2013/14,,,,,,,15146.0,38209.0,,,,,,,,,,,,0.9447,,,0.0741,,,1064.0,2181.0
14 Inyo,C-IV,April,2014.0,2014.0,2013/14,,,,,,,1091.0,2198.0,,,,,,,,,,,,1.0,,,0.0741,,,114.0,238.0
15 Kern,C-IV,April,2014.0,2014.0,2013/14,,,,,,,61152.0,147731.0,,,,,,,,,,,,0.9836,,,0.023,,,10539.0,23682.0
16 Kings,C-IV,April,2014.0,2014.0,2013/14,,,,,,,10267.0,24396.0,,,,,,,,,,,,0.9912,,,0.0741,,,1402.0,3099.0
17 Lake,C-IV,April,2014.0,2014.0,2013/14,,,,,,,5383.0,10896.0,,,,,,,,,,,,0.8726,,,0.0741,,,370.0,704.0
18 Lassen,C-IV,April,2014.0,2014.0,2013/14,,,,,,,1570.0,3235.0,,,,,,,,,,,,0.9615,,,0.0741,,,100.0,159.0
19 Los Angeles,LRS,April,2014.0,2014.0,2013/14,,,,,,,576682.0,1180079.0,,,,,,,,,,,,0.9632,,,0.0329,,,115679.0,236015.0
20 Madera,C-IV,April,2014.0,2014.0,2013/14,,,,,,,11593.0,29027.0,,,,,,,,,,,,0.9788,,,0.0741,,,2900.0,6644.0
21 Marin,C-IV,April,2014.0,2014.0,2013/14,,,,,,,6107.0,10224.0,,,,,,,,,,,,0.9604,,,0.0741,,,1302.0,2314.0
22 Mariposa,C-IV,April,2014.0,2014.0,2013/14,,,,,,,1032.0,2059.0,,,,,,,,,,,,0.8723,,,0.0741,,,37.0,60.0
23 Mendocino,C-IV,April,2014.0,2014.0,2013/14,,,,,,,7590.0,14074.0,,,,,,,,,,,,0.9972,,,0.0741,,,663.0,1399.0
24 Merced,C-IV,April,2014.0,2014.0,2013/14,,,,,,,24009.0,57288.0,,,,,,,,,,,,0.972,,,0.006,,,4106.0,9180.0
25 Modoc,C-IV,April,2014.0,2014.0,2013/14,,,,,,,455.0,997.0,,,,,,,,,,,,1.0,,,0.0741,,,38.0,76.0
26 Mono,C-IV,April,2014.0,2014.0,2013/14,,,,,,,581.0,920.0,,,,,,,,,,,,1.0,,,0.0741,,,83.0,163.0
27 Monterey,C-IV,April,2014.0,2014.0,2013/14,,,,,,,23498.0,53709.0,,,,,,,,,,,,1.0,,,0.072,,,8138.0,17411.0
28 Napa,C-IV,April,2014.0,2014.0,2013/14,,,,,,,3561.0,7455.0,,,,,,,,,,,,0.9722,,,0.0741,,,876.0,1820.0
29 Nevada,C-IV,April,2014.0,2014.0,2013/14,,,,,,,4161.0,7813.0,,,,,,,,,,,,0.9758,,,0.0741,,,181.0,354.0
30 Orange,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,115195.0,248563.0,,,,,,,,,,,,0.9769,,,0.0288,,,29865.0,64396.0
31 Placer,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,9099.0,18437.0,,,,,,,,,,,,0.9879,,,0.0741,,,694.0,1376.0
32 Plumas,C-IV,April,2014.0,2014.0,2013/14,,,,,,,991.0,1951.0,,,,,,,,,,,,1.0,,,0.0741,,,*,*
33 Riverside,C-IV,April,2014.0,2014.0,2013/14,,,,,,,121622.0,285410.0,,,,,,,,,,,,0.9956,,,0.0343,,,16835.0,36896.0
34 Sacramento,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,99448.0,215919.0,,,,,,,,,,,,0.9754,,,0.003,,,10203.0,19869.0
35 San Benito,C-IV,April,2014.0,2014.0,2013/14,,,,,,,2752.0,6390.0,,,,,,,,,,,,1.0,,,0.0741,,,474.0,1033.0
36 San Bernardino,C-IV,April,2014.0,2014.0,2013/14,,,,,,,168897.0,385964.0,,,,,,,,,,,,0.9993,,,0.0107,,,21102.0,44976.0
37 San Diego,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,131667.0,276963.0,,,,,,,,,,,,0.902,,,0.0471,,,16512.0,33763.0
38 San Francisco,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,32863.0,51155.0,,,,,,,,,,,,0.9709,,,0.045,,,4245.0,6770.0
39 San Joaquin,C-IV,April,2014.0,2014.0,2013/14,,,,,,,49324.0,116685.0,,,,,,,,,,,,0.9829,,,0.0565,,,7162.0,15320.0
40 San Luis Obispo,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,9675.0,18502.0,,,,,,,,,,,,0.9716,,,0.0741,,,1202.0,2419.0
41 San Mateo,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,15963.0,32354.0,,,,,,,,,,,,0.9769,,,0.0741,,,4096.0,7965.0
42 Santa Barbara,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,16217.0,36132.0,,,,,,,,,,,,0.7959,,,0.0741,,,4940.0,10828.0
43 Santa Clara,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,54498.0,113186.0,,,,,,,,,,,,0.9685,,,0.0298,,,11274.0,22635.0
44 Santa Cruz,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,12796.0,24910.0,,,,,,,,,,,,0.8075,,,0.0741,,,2664.0,5443.0
45 Shasta,C-IV,April,2014.0,2014.0,2013/14,,,,,,,12324.0,24283.0,,,,,,,,,,,,0.955,,,0.0741,,,682.0,1131.0
46 Sierra,C-IV,April,2014.0,2014.0,2013/14,,,,,,,173.0,306.0,,,,,,,,,,,,0.9,,,0.0741,,,*,*
47 Siskiyou,C-IV,April,2014.0,2014.0,2013/14,,,,,,,3206.0,7024.0,,,,,,,,,,,,1.0,,,0.0741,,,150.0,264.0
48 Solano,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,21995.0,43407.0,,,,,,,,,,,,0.9454,,,0.005,,,2504.0,4944.0
49 Sonoma,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,19162.0,35221.0,,,,,,,,,,,,0.8382,,,0.0741,,,3502.0,7092.0
50 Stanislaus,C-IV,April,2014.0,2014.0,2013/14,,,,,,,42355.0,92163.0,,,,,,,,,,,,0.9149,,,0.0156,,,5564.0,11805.0
51 Sutter,C-IV,April,2014.0,2014.0,2013/14,,,,,,,5565.0,12986.0,,,,,,,,,,,,0.972,,,0.0741,,,691.0,1475.0
52 Tehama,C-IV,April,2014.0,2014.0,2013/14,,,,,,,4917.0,10963.0,,,,,,,,,,,,0.944,,,0.0741,,,443.0,945.0
53 Trinity,C-IV,April,2014.0,2014.0,2013/14,,,,,,,939.0,1775.0,,,,,,,,,,,,1.0,,,0.0741,,,39.0,61.0
54 Tulare,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,50688.0,123505.0,,,,,,,,,,,,1.0,,,0.0411,,,8492.0,19456.0
55 Tuolumne,C-IV,April,2014.0,2014.0,2013/14,,,,,,,3036.0,5567.0,,,,,,,,,,,,0.9387,,,0.0741,,,121.0,200.0
56 Ventura,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,34857.0,71740.0,,,,,,,,,,,,0.9646,,,0.0204,,,7120.0,15444.0
57 Yolo,CalWIN,April,2014.0,2014.0,2013/14,,,,,,,8647.0,18353.0,,,,,,,,,,,,0.8423,,,0.0741,,,955.0,1872.0
58 Yuba,C-IV,April,2014.0,2014.0,2013/14,,,,,,,5935.0,13249.0,,,,,,,,,,,,1.0,,,0.0741,,,518.0,1016.0
00 Statewide,n/a,May,2014.0,2014.0,2013/14,310067.0,1727268.0,1973.0,16880.0,312040.0,1744148.0,2056188.0,4407877.0,781688.0,3581186.0,4362874.0,6421.0,38582.0,45003.0,788109.0,3619768.0,621898392.46,5447462.54,627345855.0,0.9637,,,0.0445,,,340770.0,707963.0
01 Alameda,CalWIN,May,2014.0,2014.0,2013/14,,,,,,,64582.0,127943.0,,,,,,,,,,,,0.8601,,,0.0238,,,9706.0,18390.0
02 Alpine,C-IV,May,2014.0,2014.0,2013/14,,,,,,,111.0,182.0,,,,,,,,,,,,1.0,,,0.0929,,,0.0,0.0
03 Amador,C-IV,May,2014.0,2014.0,2013/14,,,,,,,1791.0,3410.0,,,,,,,,,,,,0.9885,,,0.0929,,,70.0,115.0
04 Butte,C-IV,May,2014.0,2014.0,2013/14,,,,,,,15433.0,30845.0,,,,,,,,,,,,0.9061,,,0.0929,,,935.0,1592.0
05 Calaveras,C-IV,May,2014.0,2014.0,2013/14,,,,,,,2720.0,5164.0,,,,,,,,,,,,1.0,,,0.0929,,,99.0,170.0
06 Colusa,C-IV,May,2014.0,2014.0,2013/14,,,,,,,756.0,1804.0,,,,,,,,,,,,0.6571,,,0.0929,,,166.0,372.0
07 Contra Costa,CalWIN,May,2014.0,2014.0,2013/14,,,,,,,35110.0,72256.0,,,,,,,,,,,,0.9626,,,0.0374,,,5572.0,10979.0
08 Del Norte,C-IV,May,2014.0,2014.0,2013/14,,,,,,,2510.0,5160.0,,,,,,,,,,,,1.0,,,0.0929,,,146.0,251.0
09 El Dorado,C-IV,May,2014.0,2014.0,2013/14,,,,,,,6861.0,12484.0,,,,,,,,,,,,0.9945,,,0.0929,,,412.0,827.0
10 Fresno,CalWIN,May,2014.0,2014.0,2013/14,,,,,,,97743.0,231554.0,,,,,,,,,,,,0.935,,,0.0264,,,14519.0,31474.0
11 Glenn,C-IV,May,2014.0,2014.0,2013/14,,,,,,,1512.0,3701.0,,,,,,,,,,,,1.0,,,0.0929,,,221.0,478.0
12 Humboldt,C-IV,May,2014.0,2014.0,2013/14,,,,,,,10091.0,18432.0,,,,,,,,,,,,0.9918,,,0.0929,,,691.0,1257.0
13 Imperial,C-IV,May,2014.0,2014.0,2013/14,,,,,,,15400.0,38776.0,,,,,,,,,,,,0.9233,,,0.0929,,,1068.0,2172.0
14 Inyo,C-IV,May,2014.0,2014.0,2013/14,,,,,,,1085.0,2185.0,,,,,,,,,,,,0.9783,,,0.0929,,,109.0,227.0
15 Kern,C-IV,May,2014.0,2014.0,2013/14,,,,,,,61527.0,148181.0,,,,,,,,,,,,0.995,,,0.0235,,,10472.0,23490.0
16 Kings,C-IV,May,2014.0,2014.0,2013/14,,,,,,,10266.0,24283.0,,,,,,,,,,,,0.991,,,0.0929,,,1391.0,3081.0
17 Lake,C-IV,May,2014.0,2014.0,2013/14,,,,,,,5411.0,10808.0,,,,,,,,,,,,0.8893,,,0.0929,,,357.0,685.0
18 Lassen,C-IV,May,2014.0,2014.0,2013/14,,,,,,,1573.0,3242.0,,,,,,,,,,,,0.9841,,,0.0929,,,102.0,164.0
19 Los Angeles,LRS,May,2014.0,2014.0,2013/14,,,,,,,575276.0,1177608.0,,,,,,,,,,,,0.9693,,,0.0296,,,115295.0,235057.0
20 Madera,C-IV,May,2014.0,2014.0,2013/14,,,,,,,11672.0,29291.0,,,,,,,,,,,,0.9846,,,0.0929,,,2879.0,6623.0
21 Marin,C-IV,May,2014.0,2014.0,2013/14,,,,,,,6200.0,10357.0,,,,,,,,,,,,0.949,,,0.0929,,,1319.0,2358.0
22 Mariposa,C-IV,May,2014.0,2014.0,2013/14,,,,,,,1012.0,2009.0,,,,,,,,,,,,0.8462,,,0.0929,,,*,*
23 Mendocino,C-IV,May,2014.0,2014.0,2013/14,,,,,,,7682.0,14213.0,,,,,,,,,,,,0.98,,,0.0929,,,669.0,1415.0
24 Merced,C-IV,May,2014.0,2014.0,2013/14,,,,,,,24222.0,57589.0,,,,,,,,,,,,0.9626,,,0.0114,,,4083.0,9140.0
25 Modoc,C-IV,May,2014.0,2014.0,2013/14,,,,,,,461.0,997.0,,,,,,,,,,,,1.0,,,0.0929,,,40.0,80.0
26 Mono,C-IV,May,2014.0,2014.0,2013/14,,,,,,,604.0,954.0,,,,,,,,,,,,0.9714,,,0.0929,,,81.0,158.0
27 Monterey,C-IV,May,2014.0,2014.0,2013/14,,,,,,,23292.0,53044.0,,,,,,,,,,,,1.0,,,0.0715,,,7910.0,16986.0
28 Napa,C-IV,May,2014.0,2014.0,2013/14,,,,,,,3566.0,7461.0,,,,,,,,,,,,0.9595,,,0.0929,,,849.0,1768.0
29 Nevada,C-IV,May,2014.0,2014.0,2013/14,,,,,,,4263.0,7919.0,,,,,,,,,,,,0.996,,,0.0929,,,180.0,340.0
30 Orange,CalWIN,May,2014.0,2014.0,2013/14,,,,,,,116215.0,249938.0,,,,,,,,,,,,0.9707,,,0.0312,,,29733.0,64047.0
31 Placer,CalWIN,May,2014.0,2014.0,2013/14,,,,,,,9222.0,18488.0,,,,,,,,,,,,0.9974,,,0.0929,,,701.0,1390.0
