December 2016 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Santa Clara,2522.0,561.0,2483.0,1533.0,2.0,13.0,15.0,1.0,694.0,695.0,0.0,245.0,245.0,1.0,449.0,450.0,0.0,13.0,13.0,0.0,255.0,255.0,20.0,1263.0,1283.0,8.0,434.0,442.0,8.0,426.0,434.0,0.0,6.0,6.0,0.0,2.0,2.0,12.0,829.0,841.0,3867.0,43841.0,47708.0,4061.0,43373.0,47434.0,-194.0,468.0,274.0,376.0,2818.0,3194.0,95.0,2.0,0.0,1369.0,30.0,37.0,97.0,1436.0,1533.0,109.0,-109.0,0.0,11.0,55.0,66.0,10.0,94.0,104.0,149.0,1342.0,1491.0,4243.0,46659.0,50902.0,4138.0,45144.0,49282.0,97534.0,97.0,1143.0,104.0,845.0,949.0,927.0,18.0,1.0,670.0,671.0,301.0,4064.0,4365.0,0.0,1.0,1.0,3942.0,42595.0,46537.0,317.0,3072.0,3389.0,288.0,7.0,0.0,2614.0,62.0,18.0,295.0,2694.0,2989.0,21.0,1.0,0.0,363.0,9.0,6.0,22.0,378.0,400.0,2.0,12.0,14.0,,
Santa Cruz,1015.0,247.0,1047.0,730.0,1.0,24.0,25.0,0.0,253.0,253.0,0.0,67.0,67.0,0.0,186.0,186.0,0.0,29.0,29.0,0.0,64.0,64.0,10.0,579.0,589.0,3.0,226.0,229.0,3.0,225.0,228.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,353.0,360.0,1009.0,12039.0,13048.0,933.0,12033.0,12966.0,76.0,6.0,82.0,58.0,1458.0,1516.0,27.0,0.0,0.0,699.0,3.0,1.0,27.0,703.0,730.0,-47.0,47.0,0.0,1.0,17.0,18.0,0.0,16.0,16.0,77.0,675.0,752.0,1067.0,13497.0,14564.0,1064.0,13445.0,14509.0,26478.0,3.0,46.0,3.0,40.0,43.0,0.0,17.0,0.0,12.0,12.0,60.0,1234.0,1294.0,0.0,4.0,4.0,1007.0,12263.0,13270.0,89.0,710.0,799.0,85.0,0.0,0.0,672.0,2.0,2.0,85.0,676.0,761.0,4.0,0.0,0.0,34.0,0.0,0.0,4.0,34.0,38.0,0.0,0.0,0.0,,
Shasta,935.0,222.0,986.0,590.0,1.0,36.0,37.0,0.0,384.0,384.0,0.0,134.0,134.0,0.0,250.0,250.0,0.0,7.0,7.0,0.0,12.0,12.0,13.0,973.0,986.0,6.0,426.0,432.0,5.0,405.0,410.0,0.0,11.0,11.0,1.0,10.0,11.0,7.0,547.0,554.0,1191.0,10532.0,11723.0,1191.0,10532.0,11723.0,0.0,0.0,0.0,62.0,1109.0,1171.0,16.0,0.0,0.0,573.0,1.0,0.0,16.0,574.0,590.0,-5.0,5.0,0.0,9.0,33.0,42.0,12.0,181.0,193.0,30.0,316.0,346.0,1253.0,11641.0,12894.0,1250.0,11597.0,12847.0,24245.0,3.0,29.0,3.0,27.0,30.0,19.0,0.0,0.0,17.0,17.0,102.0,1225.0,1327.0,0.0,3.0,3.0,1151.0,10416.0,11567.0,59.0,419.0,478.0,59.0,0.0,0.0,411.0,0.0,1.0,59.0,412.0,471.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,,
Sierra,7.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,11.0,145.0,156.0,11.0,145.0,156.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,-2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,152.0,165.0,13.0,152.0,165.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,146.0,159.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Siskiyou,238.0,68.0,252.0,143.0,1.0,9.0,10.0,0.0,105.0,105.0,0.0,27.0,27.0,0.0,78.0,78.0,0.0,5.0,5.0,0.0,4.0,4.0,4.0,248.0,252.0,3.0,91.0,94.0,2.0,78.0,80.0,1.0,3.0,4.0,0.0,10.0,10.0,1.0,157.0,158.0,351.0,2523.0,2874.0,351.0,2523.0,2874.0,0.0,0.0,0.0,23.0,276.0,299.0,6.0,0.0,0.0,135.0,1.0,1.0,6.0,137.0,143.0,2.0,-2.0,0.0,1.0,9.0,10.0,2.0,24.0,26.0,12.0,108.0,120.0,374.0,2799.0,3173.0,373.0,2791.0,3164.0,6644.0,1.0,7.0,1.0,6.0,7.0,3.0,0.0,0.0,2.0,2.0,34.0,263.0,297.0,0.0,1.0,1.0,340.0,2536.0,2876.0,19.0,140.0,159.0,18.0,0.0,0.0,140.0,0.0,0.0,18.0,140.0,158.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
Solano,1323.0,306.0,1256.0,820.0,2.0,34.0,36.0,0.0,329.0,329.0,0.0,98.0,98.0,0.0,231.0,231.0,0.0,45.0,45.0,0.0,107.0,107.0,27.0,679.0,706.0,19.0,393.0,412.0,16.0,384.0,400.0,1.0,7.0,8.0,2.0,2.0,4.0,8.0,286.0,294.0,2264.0,17572.0,19836.0,2293.0,17338.0,19631.0,-29.0,234.0,205.0,206.0,1604.0,1810.0,69.0,1.0,0.0,740.0,5.0,5.0,70.0,750.0,820.0,34.0,-34.0,0.0,11.0,37.0,48.0,3.0,111.0,114.0,88.0,740.0,828.0,2470.0,19176.0,21646.0,2452.0,18952.0,21404.0,40524.0,203.0,176.0,17.0,155.0,172.0,98.0,71.0,1.0,69.0,70.0,160.0,2131.0,2291.0,0.0,8.0,8.0,2310.0,17045.0,19355.0,172.0,1017.0,1189.0,171.0,1.0,0.0,978.0,6.0,4.0,172.0,988.0,1160.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,29.0,29.0,1.0,6.0,7.0,,
Sonoma,1468.0,331.0,1273.0,470.0,1.0,18.0,19.0,1.0,762.0,763.0,1.0,524.0,525.0,0.0,238.0,238.0,1.0,65.0,66.0,0.0,40.0,40.0,8.0,1135.0,1143.0,3.0,291.0,294.0,3.0,189.0,192.0,0.0,79.0,79.0,0.0,23.0,23.0,5.0,844.0,849.0,1401.0,15627.0,17028.0,1350.0,14954.0,16304.0,51.0,673.0,724.0,42.0,840.0,882.0,21.0,1.0,0.0,440.0,7.0,1.0,22.0,448.0,470.0,-3.0,3.0,0.0,8.0,15.0,23.0,3.0,157.0,160.0,12.0,217.0,229.0,1443.0,16467.0,17910.0,1404.0,16187.0,17591.0,31354.0,28.0,299.0,38.0,227.0,265.0,67.0,6.0,1.0,53.0,54.0,70.0,1678.0,1748.0,0.0,15.0,15.0,1373.0,14789.0,16162.0,122.0,870.0,992.0,112.0,7.0,0.0,828.0,9.0,2.0,119.0,839.0,958.0,3.0,0.0,0.0,30.0,1.0,0.0,3.0,31.0,34.0,1.0,5.0,6.0,,
Stanislaus,2643.0,597.0,2620.0,1760.0,0.0,26.0,26.0,0.0,754.0,754.0,0.0,413.0,413.0,0.0,341.0,341.0,0.0,6.0,6.0,0.0,106.0,106.0,41.0,2578.0,2619.0,22.0,1170.0,1192.0,18.0,1097.0,1115.0,2.0,42.0,44.0,2.0,31.0,33.0,19.0,1408.0,1427.0,5193.0,32942.0,38135.0,5193.0,32942.0,38135.0,0.0,0.0,0.0,267.0,2787.0,3054.0,59.0,0.0,0.0,1693.0,7.0,1.0,59.0,1701.0,1760.0,18.0,-18.0,0.0,17.0,65.0,82.0,45.0,424.0,469.0,128.0,615.0,743.0,5460.0,35729.0,41189.0,5422.0,35529.0,40951.0,85970.0,13.0,229.0,38.0,172.0,210.0,30.0,6.0,0.0,28.0,28.0,307.0,3277.0,3584.0,0.0,3.0,3.0,5153.0,32452.0,37605.0,356.0,1502.0,1858.0,350.0,3.0,0.0,1477.0,9.0,2.0,353.0,1488.0,1841.0,3.0,0.0,0.0,14.0,0.0,0.0,3.0,14.0,17.0,0.0,0.0,0.0,,
Sutter,418.0,89.0,425.0,270.0,0.0,1.0,1.0,0.0,138.0,138.0,0.0,59.0,59.0,0.0,79.0,79.0,0.0,1.0,1.0,0.0,17.0,17.0,14.0,411.0,425.0,13.0,194.0,207.0,12.0,190.0,202.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,217.0,218.0,633.0,4499.0,5132.0,633.0,4499.0,5132.0,0.0,0.0,0.0,49.0,489.0,538.0,15.0,0.0,0.0,249.0,6.0,0.0,15.0,255.0,270.0,11.0,-11.0,0.0,3.0,16.0,19.0,1.0,52.0,53.0,19.0,177.0,196.0,682.0,4988.0,5670.0,667.0,4922.0,5589.0,12851.0,9.0,71.0,15.0,52.0,67.0,16.0,3.0,0.0,14.0,14.0,29.0,511.0,540.0,0.0,0.0,0.0,653.0,4477.0,5130.0,29.0,286.0,315.0,29.0,0.0,0.0,276.0,5.0,1.0,29.0,282.0,311.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,
Tehama,360.0,38.0,368.0,225.0,1.0,8.0,9.0,0.0,130.0,130.0,0.0,41.0,41.0,0.0,89.0,89.0,0.0,8.0,8.0,0.0,13.0,13.0,4.0,364.0,368.0,2.0,159.0,161.0,2.0,153.0,155.0,0.0,2.0,2.0,0.0,4.0,4.0,2.0,205.0,207.0,470.0,3569.0,4039.0,470.0,3569.0,4039.0,0.0,0.0,0.0,4.0,402.0,406.0,4.0,0.0,0.0,219.0,1.0,1.0,4.0,221.0,225.0,-9.0,9.0,0.0,2.0,21.0,23.0,1.0,37.0,38.0,6.0,114.0,120.0,474.0,3971.0,4445.0,474.0,3944.0,4418.0,9524.0,0.0,63.0,0.0,25.0,25.0,1.0,2.0,0.0,2.0,2.0,27.0,398.0,425.0,0.0,7.0,7.0,447.0,3573.0,4020.0,19.0,193.0,212.0,19.0,0.0,0.0,186.0,1.0,0.0,19.0,187.0,206.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,,
Trinity,77.0,1.0,84.0,54.0,0.0,2.0,2.0,0.0,29.0,29.0,0.0,12.0,12.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,83.0,84.0,0.0,49.0,49.0,0.0,41.0,41.0,0.0,5.0,5.0,0.0,3.0,3.0,1.0,34.0,35.0,58.0,888.0,946.0,58.0,888.0,946.0,0.0,0.0,0.0,1.0,90.0,91.0,1.0,0.0,0.0,53.0,0.0,0.0,1.0,53.0,54.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,16.0,16.0,0.0,17.0,17.0,59.0,978.0,1037.0,59.0,977.0,1036.0,1776.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,112.0,119.0,0.0,0.0,0.0,52.0,866.0,918.0,2.0,42.0,44.0,2.0,0.0,0.0,42.0,0.0,0.0,2.0,42.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Tulare,2450.0,326.0,2848.0,2286.0,6.0,103.0,109.0,1.0,499.0,500.0,1.0,325.0,326.0,0.0,174.0,174.0,0.0,58.0,58.0,0.0,62.0,62.0,79.0,1930.0,2009.0,46.0,904.0,950.0,43.0,829.0,872.0,1.0,63.0,64.0,2.0,12.0,14.0,33.0,1026.0,1059.0,7348.0,44551.0,51899.0,7073.0,43549.0,50622.0,275.0,1002.0,1277.0,597.0,4293.0,4890.0,163.0,1.0,0.0,2056.0,60.0,6.0,164.0,2122.0,2286.0,93.0,-93.0,0.0,6.0,34.0,40.0,44.0,393.0,437.0,290.0,1837.0,2127.0,7945.0,48844.0,56789.0,7870.0,47879.0,55749.0,121855.0,188.0,947.0,75.0,763.0,838.0,250.0,2.0,0.0,202.0,202.0,389.0,4079.0,4468.0,0.0,1.0,1.0,7556.0,44765.0,52321.0,567.0,2740.0,3307.0,558.0,2.0,0.0,2592.0,56.0,7.0,560.0,2655.0,3215.0,7.0,0.0,0.0,83.0,2.0,0.0,7.0,85.0,92.0,0.0,0.0,0.0,,
Tuolumne,197.0,25.0,197.0,132.0,2.0,4.0,6.0,0.0,53.0,53.0,0.0,18.0,18.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,12.0,12.0,5.0,192.0,197.0,4.0,88.0,92.0,3.0,83.0,86.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,104.0,105.0,259.0,2595.0,2854.0,259.0,2595.0,2854.0,0.0,0.0,0.0,18.0,231.0,249.0,8.0,0.0,0.0,124.0,0.0,0.0,8.0,124.0,132.0,2.0,-2.0,0.0,2.0,9.0,11.0,1.0,46.0,47.0,5.0,54.0,59.0,277.0,2826.0,3103.0,276.0,2817.0,3093.0,5400.0,1.0,7.0,1.0,6.0,7.0,6.0,0.0,0.0,3.0,3.0,17.0,275.0,292.0,14.0,228.0,242.0,260.0,2551.0,2811.0,20.0,136.0,156.0,20.0,0.0,0.0,135.0,0.0,0.0,20.0,135.0,155.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Ventura,2544.0,347.0,2182.0,1546.0,1.0,13.0,14.0,0.0,554.0,554.0,0.0,215.0,215.0,0.0,339.0,339.0,0.0,39.0,39.0,0.0,82.0,82.0,14.0,1295.0,1309.0,8.0,692.0,700.0,8.0,677.0,685.0,0.0,8.0,8.0,0.0,7.0,7.0,6.0,603.0,609.0,2703.0,31246.0,33949.0,2718.0,31201.0,33919.0,-15.0,45.0,30.0,184.0,3018.0,3202.0,59.0,0.0,0.0,1458.0,18.0,11.0,59.0,1487.0,1546.0,-2.0,2.0,0.0,3.0,21.0,24.0,31.0,380.0,411.0,93.0,1128.0,1221.0,2887.0,34264.0,37151.0,2865.0,33733.0,36598.0,75039.0,48.0,553.0,22.0,317.0,339.0,287.0,0.0,0.0,214.0,214.0,153.0,3592.0,3745.0,0.0,15.0,15.0,2734.0,30672.0,33406.0,192.0,1685.0,1877.0,187.0,2.0,0.0,1591.0,10.0,3.0,189.0,1604.0,1793.0,3.0,0.0,0.0,79.0,2.0,0.0,3.0,81.0,84.0,5.0,10.0,15.0,,
Yolo,657.0,38.0,621.0,409.0,3.0,16.0,19.0,0.0,187.0,187.0,0.0,60.0,60.0,0.0,127.0,127.0,0.0,25.0,25.0,0.0,25.0,25.0,10.0,198.0,208.0,10.0,198.0,208.0,9.0,178.0,187.0,1.0,16.0,17.0,0.0,4.0,4.0,0.0,0.0,0.0,858.0,8436.0,9294.0,857.0,8469.0,9326.0,1.0,-33.0,-32.0,24.0,853.0,877.0,17.0,1.0,0.0,377.0,8.0,6.0,18.0,391.0,409.0,-21.0,21.0,0.0,3.0,18.0,21.0,0.0,75.0,75.0,24.0,348.0,372.0,882.0,9289.0,10171.0,845.0,9081.0,9926.0,19512.0,11.0,282.0,36.0,150.0,186.0,90.0,0.0,1.0,58.0,59.0,79.0,1036.0,1115.0,0.0,0.0,0.0,803.0,8253.0,9056.0,71.0,506.0,577.0,66.0,4.0,1.0,391.0,10.0,1.0,71.0,402.0,473.0,0.0,0.0,0.0,101.0,3.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0,,
Yuba,468.0,82.0,477.0,292.0,0.0,1.0,1.0,1.0,176.0,177.0,1.0,81.0,82.0,0.0,95.0,95.0,0.0,1.0,1.0,0.0,8.0,8.0,16.0,461.0,477.0,12.0,227.0,239.0,12.0,217.0,229.0,0.0,6.0,6.0,0.0,4.0,4.0,4.0,234.0,238.0,755.0,4759.0,5514.0,755.0,4760.0,5515.0,0.0,-1.0,-1.0,40.0,534.0,574.0,15.0,0.0,0.0,277.0,0.0,0.0,15.0,277.0,292.0,-7.0,7.0,0.0,3.0,21.0,24.0,2.0,58.0,60.0,27.0,171.0,198.0,795.0,5293.0,6088.0,788.0,5267.0,6055.0,12976.0,1.0,38.0,6.0,22.0,28.0,5.0,0.0,1.0,4.0,5.0,33.0,527.0,560.0,0.0,24.0,24.0,762.0,4766.0,5528.0,51.0,292.0,343.0,50.0,0.0,0.0,281.0,1.0,1.0,50.0,283.0,333.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,,CDSS Use Only:
Statewide ,123042.0,27385.0,127599.0,87125.0,232.0,1714.0,1946.0,50.0,35693.0,35743.0,33.0,18080.0,18113.0,17.0,17613.0,17630.0,9.0,1599.0,1608.0,0.0,4731.0,4731.0,4430.0,107149.0,111579.0,2839.0,46710.0,49549.0,2463.0,43807.0,46270.0,136.0,1391.0,1527.0,240.0,1512.0,1752.0,1591.0,60439.0,62030.0,243775.0,1615961.0,1859736.0,243556.0,1614985.0,1858541.0,219.0,976.0,1195.0,12477.0,141415.0,153892.0,6152.0,129.0,21.0,79202.0,987.0,634.0,6302.0,80823.0,87125.0,-2061.0,2061.0,0.0,412.0,2017.0,2429.0,886.0,10828.0,11714.0,6938.0,45686.0,52624.0,256252.0,1757376.0,2013628.0,251107.0,1726937.0,1978044.0,4145269.0,2679.0,30016.0,4795.0,20338.0,25133.0,12606.0,1144.0,350.0,10101.0,10451.0,13631.0,158855.0,172486.0,110.0,948.0,1058.0,242621.0,1598521.0,1841142.0,15964.0,79964.0,95928.0,15407.0,289.0,9.0,73898.0,1078.0,286.0,15705.0,75262.0,90967.0,256.0,3.0,0.0,4576.0,96.0,30.0,259.0,4702.0,4961.0,23.0,168.0,191.0,,25967364.0
